# Title: February 2025 Global Gridded Precipitation
# Units: Millimeters
# Base Period: 1991-2020
# Missing: -9,999.00
Latitude,Longitude,Value,Anomaly,Rank,Mean
43.75,353.75,98.62,-1.88,23,100.5
43.75,356.25,71.63,-19.51,16,91.14
43.75,358.75,42.2,-48.91,7,91.11
46.25,1.25,26.14,-40.59,5,66.73
46.25,3.75,17.67,-41.1,4,58.77
46.25,6.25,23.27,-65.45,4,88.72
46.25,8.75,46.52,-37.07,9,83.59
46.25,11.25,42.6,-18.15,19,60.75
46.25,13.75,70.48,-22.47,20,92.95
46.25,16.25,50.75,-15.9,24,66.65
46.25,18.75,34.68,-17.78,17,52.46
46.25,21.25,20.87,-29.81,7,50.68
46.25,23.75,13.48,-33.35,2,46.83
46.25,26.25,16.87,-24.82,4,41.69
46.25,28.75,23.33,-21.63,13,44.96
46.25,31.25,37.4,-17.05,16,54.45
46.25,33.75,43.48,-7.64,24,51.12
46.25,36.25,54.61,-10.57,17,65.18
46.25,38.75,52.98,-27.97,17,80.95
46.25,41.25,50.09,-13.54,17,63.63
46.25,43.75,40.18,-3.86,28,44.04
46.25,46.25,28.67,-0.14,26,28.81
46.25,48.75,16.96,-4.56,21,21.52
46.25,51.25,20.73,-0.06,27,20.79
46.25,53.75,26.39,7.16,37,19.23
46.25,56.25,41.03,17.35,42,23.68
46.25,58.75,37.46,16.03,43,21.43
46.25,61.25,33.9,11.19,38,22.71
46.25,63.75,31.47,4.64,28,26.83
46.25,66.25,33.73,3.46,30,30.27
46.25,68.75,25.72,-4.01,21,29.73
46.25,71.25,13.26,-20.19,6,33.45
46.25,73.75,9.97,-22.66,3,32.63
46.25,76.25,6.5,-20.86,2,27.36
46.25,78.75,7.74,-22.55,1,30.29
46.25,81.25,4.3,-31.13,1,35.43
46.25,83.75,1.73,-11.58,1,13.31
46.25,86.25,1.15,-7.33,1,8.48
46.25,88.75,0.84,-7.96,1,8.8
46.25,91.25,1.08,-3.59,5,4.67
46.25,93.75,0.2,-1.46,4,1.66
46.25,96.25,0.18,-1.7,2,1.88
46.25,98.75,0.35,-1.35,9,1.7
46.25,101.25,0.82,-1.82,9,2.64
46.25,103.75,1.09,-0.59,19,1.68
46.25,106.25,0.52,-0.94,12,1.46
46.25,108.75,0.66,-1.8,13,2.46
46.25,111.25,0.57,-2.58,5,3.15
46.25,113.75,0.69,-2.65,4,3.34
46.25,116.25,1.31,-1.89,9,3.2
46.25,118.75,2.25,-2.37,6,4.62
46.25,121.25,1.6,-1.91,13,3.51
46.25,123.75,2.79,-0.72,27,3.51
46.25,126.25,4.67,-1.78,22,6.45
46.25,128.75,5.93,-1.98,22,7.91
46.25,131.25,7.03,-2.45,21,9.48
46.25,133.75,18.91,1.16,31,17.75
46.25,136.25,26.88,-0.48,24,27.36
46.25,138.75,37.47,10.06,35,27.41
46.25,141.25,61.93,-7.14,23,69.07
46.25,143.75,54.48,4.36,30,50.12
46.25,146.25,32.35,-6.88,17,39.23
46.25,148.75,39.02,-37.02,2,76.04
46.25,151.25,35.91,-45.95,1,81.86
46.25,153.75,189.33,125.02,47,64.31
46.25,156.25,75.57,-7.91,25,83.48
46.25,158.75,63.87,-31.78,13,95.65
46.25,161.25,51.8,-42.8,6,94.6
46.25,163.75,90.69,-4.19,24,94.88
46.25,166.25,75.77,-16.78,14,92.55
46.25,168.75,58.06,-39.17,4,97.23
46.25,171.25,55.41,-38.91,2,94.32
46.25,173.75,43.71,-60.18,1,103.89
46.25,176.25,57.15,-54.07,3,111.22
46.25,178.75,76.86,-33.5,7,110.36
46.25,181.25,72.22,-44.17,4,116.39
46.25,183.75,92.85,-21.05,15,113.9
46.25,186.25,97.16,-20.06,13,117.22
46.25,188.75,95.14,-23.06,12,118.2
46.25,191.25,127.05,10.04,33,117.01
46.25,193.75,123.76,5.9,26,117.86
46.25,196.25,127.67,10.12,28,117.55
46.25,198.75,132.54,21.57,32,110.97
46.25,201.25,92.34,-24.05,13,116.39
46.25,203.75,97.64,-26.65,12,124.29
46.25,206.25,108.33,-15.89,18,124.22
46.25,208.75,150.27,25.6,33,124.67
46.25,211.25,110.97,-14.99,15,125.96
46.25,213.75,85.08,-53.8,7,138.88
46.25,216.25,72.19,-56.12,4,128.31
46.25,218.75,126.15,9.34,36,116.81
46.25,221.25,122.77,8.48,34,114.29
46.25,223.75,145.97,35.35,41,110.62
46.25,226.25,155.7,37.99,43,117.71
46.25,228.75,174.34,56.18,44,118.16
46.25,231.25,141.58,24.24,38,117.34
46.25,233.75,127.99,9.21,32,118.78
46.25,236.25,172.93,-32.99,17,205.92
46.25,238.75,121.68,10.34,26,111.34
46.25,241.25,80.48,40.3,47,40.18
46.25,243.75,75.94,8.5,31,67.44
46.25,246.25,50.29,15.48,39,34.81
46.25,248.75,47.97,24.54,45,23.43
46.25,251.25,42.52,23.76,46,18.76
46.25,253.75,32.74,16.33,47,16.41
46.25,256.25,21.47,6.3,40,15.17
46.25,258.75,20.75,-0.41,33,21.16
46.25,261.25,17.47,-4.2,24,21.67
46.25,263.75,16.39,-7.46,16,23.85
46.25,266.25,22.49,-6.12,19,28.61
46.25,268.75,30.62,-8.21,20,38.83
46.25,271.25,46.21,-7.17,21,53.38
46.25,273.75,74.7,7.51,30,67.19
46.25,276.25,60.09,0.68,27,59.41
46.25,278.75,45.7,-7.82,24,53.52
46.25,281.25,48.66,-9.76,22,58.42
46.25,283.75,58.38,2.98,29,55.4
46.25,286.25,67.34,6.48,32,60.86
46.25,288.75,67.53,-6.31,24,73.84
46.25,291.25,78.29,-5.48,23,83.77
46.25,293.75,72.06,-9.98,15,82.04
46.25,296.25,60.17,-38.71,8,98.88
46.25,298.75,87.06,-43.81,9,130.87
46.25,301.25,103.98,0.62,21,103.36
46.25,303.75,156.09,-0.38,22,156.47
46.25,306.25,111.04,-22.59,10,133.63
46.25,308.75,106.61,-12.39,18,119
46.25,311.25,128.25,-1.04,26,129.29
46.25,313.75,110.98,-26.45,8,137.43
46.25,316.25,218.22,47.2,41,171.02
46.25,318.75,137.1,-62.86,3,199.96
46.25,321.25,134.59,-62.32,7,196.91
46.25,323.75,120.61,-59.45,5,180.06
46.25,326.25,64.75,-108.04,1,172.79
46.25,328.75,117.04,-23.87,14,140.91
46.25,331.25,102.57,-44.57,10,147.14
46.25,333.75,83.2,-46.33,6,129.53
46.25,336.25,105.29,-12.69,21,117.98
46.25,338.75,125.68,13.77,27,111.91
46.25,341.25,131.05,28.58,36,102.47
46.25,343.75,113.46,18.44,33,95.02
46.25,346.25,119.33,31.59,34,87.74
46.25,348.75,135.48,50.65,43,84.83
46.25,351.25,142.14,62.03,45,80.11
46.25,353.75,99.53,18.06,31,81.47
46.25,356.25,89.69,22.23,35,67.46
46.25,358.75,42.62,-23.12,13,65.74
48.75,1.25,28.67,-31.09,8,59.76
48.75,3.75,20.09,-41.87,4,61.96
48.75,6.25,38.24,-46.61,10,84.85
48.75,8.75,57.19,-21.93,15,79.12
48.75,11.25,37.99,-33.37,9,71.36
48.75,13.75,23.08,-53.81,3,76.89
48.75,16.25,13.1,-38.14,4,51.24
48.75,18.75,28.14,-37.81,6,65.95
48.75,21.25,28.63,-32.15,5,60.78
48.75,23.75,24.03,-43.92,2,67.95
48.75,26.25,16.2,-32.55,1,48.75
48.75,28.75,19.98,-28.32,5,48.3
48.75,31.25,26.42,-26.12,7,52.54
48.75,33.75,39.13,-19.49,11,58.62
48.75,36.25,42.93,-24.68,10,67.61
48.75,38.75,52.06,-24.75,8,76.81
48.75,41.25,64.2,-6.83,19,71.03
48.75,43.75,51.89,-6.36,26,58.25
48.75,46.25,37.54,-6.53,21,44.07
48.75,48.75,18.14,-11.52,11,29.66
48.75,51.25,23.5,-2.69,21,26.19
48.75,53.75,43.86,15.28,37,28.58
48.75,56.25,67.78,37.03,44,30.75
48.75,58.75,68.71,35.41,44,33.3
48.75,61.25,49.71,24.7,44,25.01
48.75,63.75,23.58,0.52,24,23.06
48.75,66.25,18.9,-13.75,10,32.65
48.75,68.75,12.09,-16,6,28.09
48.75,71.25,14.8,-18.52,5,33.32
48.75,73.75,10.33,-18.81,4,29.14
48.75,76.25,4.99,-12.68,1,17.67
48.75,78.75,2.81,-18.1,1,20.91
48.75,81.25,5.73,-26.45,2,32.18
48.75,83.75,10.4,-22.02,1,32.42
48.75,86.25,9.48,-14.47,1,23.95
48.75,88.75,2.61,-3.61,8,6.22
48.75,91.25,2.28,0.13,28,2.15
48.75,93.75,3.45,-0.39,27,3.84
48.75,96.25,2.47,-0.59,25,3.06
48.75,98.75,2.22,-0.47,27,2.69
48.75,101.25,1.5,-0.44,22,1.94
48.75,103.75,2.1,-0.05,27,2.15
48.75,106.25,2.35,0.39,33,1.96
48.75,108.75,2.4,-0.43,22,2.83
48.75,111.25,1.63,-1.94,13,3.57
48.75,113.75,2.01,-1.12,17,3.13
48.75,116.25,2.82,-0.03,29,2.85
48.75,118.75,4.36,-0.22,25,4.58
48.75,121.25,5.14,1.02,30,4.12
48.75,123.75,6.38,2.3,38,4.08
48.75,126.25,6.55,0.89,33,5.66
48.75,128.75,5.42,-3.08,21,8.5
48.75,131.25,7.97,-1.26,25,9.23
48.75,133.75,19.65,6.92,36,12.73
48.75,136.25,30.03,6.27,33,23.76
48.75,138.75,53.92,20.59,40,33.33
48.75,141.25,73.06,20.4,39,52.66
48.75,143.75,59.54,13.59,35,45.95
48.75,146.25,37.39,6.24,30,31.15
48.75,148.75,36.99,2.19,26,34.8
48.75,151.25,41.86,2.48,30,39.38
48.75,153.75,62.02,16.66,41,45.36
48.75,156.25,183.44,92.33,46,91.11
48.75,158.75,128.27,46.53,44,81.74
48.75,161.25,55.5,-32.13,8,87.63
48.75,163.75,89.86,10.74,34,79.12
48.75,166.25,79.65,-8.18,25,87.83
48.75,168.75,34.35,-49.43,1,83.78
48.75,171.25,47.43,-39.15,2,86.58
48.75,173.75,54.11,-36.44,3,90.55
48.75,176.25,67.12,-30.32,4,97.44
48.75,178.75,70.26,-27.24,6,97.5
48.75,181.25,63.92,-34.46,4,98.38
48.75,183.75,71.93,-25.74,6,97.67
48.75,186.25,69.23,-25.93,7,95.16
48.75,188.75,72.47,-27.6,6,100.07
48.75,191.25,78.91,-18.82,10,97.73
48.75,193.75,73.82,-29.47,5,103.29
48.75,196.25,88.79,-15.13,13,103.92
48.75,198.75,91.94,-8.75,18,100.69
48.75,201.25,76,-28.76,8,104.76
48.75,203.75,99.04,-7.33,15,106.37
48.75,206.25,90.76,-18.24,13,109
48.75,208.75,108.57,-2.28,23,110.85
48.75,211.25,76.49,-35.41,7,111.9
48.75,213.75,66.7,-53.01,4,119.71
48.75,216.25,90.23,-26.76,14,116.99
48.75,218.75,147.67,33.48,38,114.19
48.75,221.25,127.86,19.11,37,108.75
48.75,223.75,108.15,-2.72,22,110.87
48.75,226.25,113.22,-5.16,24,118.38
48.75,228.75,151.02,28.73,40,122.29
48.75,231.25,161.09,24.46,36,136.63
48.75,233.75,218.65,-55.46,13,274.11
48.75,236.25,164.28,-37.9,15,202.18
48.75,238.75,110.89,-12.31,15,123.2
48.75,241.25,54.73,16.23,40,38.5
48.75,243.75,51.43,-1.58,24,53.01
48.75,246.25,40.78,-1.24,21,42.02
48.75,248.75,31.57,15.66,44,15.91
48.75,251.25,26.58,9.87,40,16.71
48.75,253.75,25.18,12.55,45,12.63
48.75,256.25,16.01,2.46,37,13.55
48.75,258.75,12.04,-5.01,19,17.05
48.75,261.25,5.14,-12.67,7,17.81
48.75,263.75,9.92,-7.67,10,17.59
48.75,266.25,20.49,-2.79,19,23.28
48.75,268.75,32.93,2.94,30,29.99
48.75,271.25,37.62,4.65,30,32.97
48.75,273.75,45.78,1.09,27,44.69
48.75,276.25,42.9,-0.82,26,43.72
48.75,278.75,27.97,-7.24,22,35.21
48.75,281.25,31.26,-5.85,23,37.11
48.75,283.75,41.09,-3.94,24,45.03
48.75,286.25,48.7,-2.63,27,51.33
48.75,288.75,54.92,-1.14,26,56.06
48.75,291.25,47.45,-12.21,19,59.66
48.75,293.75,57.93,-15.07,18,73
48.75,296.25,68.25,-24.89,13,93.14
48.75,298.75,64.57,-30.32,13,94.89
48.75,301.25,114.46,-18.89,17,133.35
48.75,303.75,103.32,-22.29,20,125.61
48.75,306.25,83.69,-42.19,4,125.88
48.75,308.75,122.08,21.51,36,100.57
48.75,311.25,108.49,-6.94,16,115.43
48.75,313.75,102.61,-22.96,12,125.57
48.75,316.25,102.59,-33.72,5,136.31
48.75,318.75,184.47,13.28,30,171.19
48.75,321.25,156.9,-15.32,16,172.22
48.75,323.75,180.13,28.63,38,151.5
48.75,326.25,120.84,-36.8,6,157.64
48.75,328.75,103.69,-45.72,5,149.41
48.75,331.25,92.93,-45.3,3,138.23
48.75,333.75,138.46,1.13,27,137.33
48.75,336.25,139.14,13.28,34,125.86
48.75,338.75,118.26,-3.4,23,121.66
48.75,341.25,147.67,31.02,34,116.65
48.75,343.75,139.41,26.69,35,112.72
48.75,346.25,171.85,72.74,46,99.11
48.75,348.75,137.26,44.02,42,93.24
48.75,351.25,132.16,41.81,44,90.35
48.75,353.75,99.62,20.09,36,79.53
48.75,356.25,74.64,-27.02,12,101.66
48.75,358.75,45.64,-29.74,11,75.38
51.25,1.25,53.88,-7.65,25,61.53
51.25,3.75,38.83,-32.53,11,71.36
51.25,6.25,33.06,-48.56,10,81.62
51.25,8.75,33.85,-54.84,6,88.69
51.25,11.25,28.9,-39.32,5,68.22
51.25,13.75,26.28,-33.29,7,59.57
51.25,16.25,19.18,-39.12,6,58.3
51.25,18.75,18.1,-30.6,5,48.7
51.25,21.25,21.83,-27.31,6,49.14
51.25,23.75,17.21,-31.76,2,48.97
51.25,26.25,20.24,-29.65,1,49.89
51.25,28.75,21.36,-35.91,1,57.27
51.25,31.25,18.68,-38.2,1,56.88
51.25,33.75,28.06,-35.93,3,63.99
51.25,36.25,41.68,-31.71,6,73.39
51.25,38.75,49.7,-21.57,12,71.27
51.25,41.25,55,-12.4,16,67.4
51.25,43.75,60.91,-4.05,21,64.96
51.25,46.25,58.31,-2.51,23,60.82
51.25,48.75,39.2,-11.46,17,50.66
51.25,51.25,39.79,-4.22,18,44.01
51.25,53.75,42.49,0.12,24,42.37
51.25,56.25,50.18,3.35,29,46.83
51.25,58.75,53.61,13.77,35,39.84
51.25,61.25,60.19,29.33,43,30.86
51.25,63.75,40.03,12.08,39,27.95
51.25,66.25,32.78,-3.46,19,36.24
51.25,68.75,17.2,-20.53,6,37.73
51.25,71.25,16.33,-19.65,5,35.98
51.25,73.75,16.54,-16.47,5,33.01
51.25,76.25,11.93,-16.26,6,28.19
51.25,78.75,10.3,-16.22,4,26.52
51.25,81.25,18.21,-19.7,3,37.91
51.25,83.75,18.43,-18.8,5,37.23
51.25,86.25,16.64,-5.01,20,21.65
51.25,88.75,13.04,0.25,27,12.79
51.25,91.25,7.33,-0.55,26,7.88
51.25,93.75,10.45,1.36,35,9.09
51.25,96.25,8.3,2.34,39,5.96
51.25,98.75,4.32,0.8,34,3.52
51.25,101.25,8.06,2.46,41,5.6
51.25,103.75,16.88,5.37,40,11.51
51.25,106.25,8.45,2.9,40,5.55
51.25,108.75,5.61,1.54,36,4.07
51.25,111.25,4.15,0.85,34,3.3
51.25,113.75,3.38,0.54,33,2.84
51.25,116.25,5.41,1.82,36,3.59
51.25,118.75,4.88,0.32,28,4.56
51.25,121.25,3.58,-1.42,17,5
51.25,123.75,3.82,-1.29,20,5.11
51.25,126.25,3.23,-2.41,21,5.64
51.25,128.75,4.81,-3.3,19,8.11
51.25,131.25,6.87,-2.94,19,9.81
51.25,133.75,19.71,6.72,40,12.99
51.25,136.25,33.49,11.32,37,22.17
51.25,138.75,52.28,25.6,42,26.68
51.25,141.25,88.74,45.85,44,42.89
51.25,143.75,83.33,27.37,36,55.96
51.25,146.25,33.12,4.78,26,28.34
51.25,148.75,66.71,25.22,43,41.49
51.25,151.25,83.89,27.89,40,56
51.25,153.75,103.47,34.71,43,68.76
51.25,156.25,94.22,4.87,24,89.35
51.25,158.75,73.97,1.92,29,72.05
51.25,161.25,80.56,5.3,32,75.26
51.25,163.75,70.89,-4.55,25,75.44
51.25,166.25,67.33,-9.58,16,76.91
51.25,168.75,64.44,-17,8,81.44
51.25,171.25,63.55,-23.02,7,86.57
51.25,173.75,73.98,-13.2,11,87.18
51.25,176.25,87.86,-2.92,25,90.78
51.25,178.75,72.29,-21.51,11,93.8
51.25,181.25,68.55,-28.38,7,96.93
51.25,183.75,70.84,-53.28,3,124.12
51.25,186.25,72.4,-46.93,3,119.33
51.25,188.75,67.03,-31.17,7,98.2
51.25,191.25,66.46,-31.67,6,98.13
51.25,193.75,69.54,-27.95,9,97.49
51.25,196.25,70.32,-27.71,9,98.03
51.25,198.75,91.85,-4.3,18,96.15
51.25,201.25,106.63,10.25,23,96.38
51.25,203.75,90.17,-8.83,14,99
51.25,206.25,68.42,-33.1,5,101.52
51.25,208.75,53.72,-51.19,5,104.91
51.25,211.25,64.53,-40.92,7,105.45
51.25,213.75,76.9,-30.57,7,107.47
51.25,216.25,88.46,-22.97,12,111.43
51.25,218.75,94.96,-18.56,19,113.52
51.25,221.25,110.12,-5.96,27,116.08
51.25,223.75,120.58,1.2,29,119.38
51.25,226.25,131.12,6.6,28,124.52
51.25,228.75,169.74,-16.72,17,186.46
51.25,231.25,243.24,-5.99,20,249.23
51.25,233.75,107.9,-40.1,10,148
51.25,236.25,58.84,-6.76,16,65.6
51.25,238.75,35.34,0.61,24,34.73
51.25,241.25,44.64,-17.34,11,61.98
51.25,243.75,27.11,-7.81,14,34.92
51.25,246.25,15.29,-1.1,19,16.39
51.25,248.75,14.73,2.75,34,11.98
51.25,251.25,14.22,2.53,33,11.69
51.25,253.75,16.82,5.5,42,11.32
51.25,256.25,15.41,2.05,27,13.36
51.25,258.75,13.48,-2.57,20,16.05
51.25,261.25,14.17,-0.66,23,14.83
51.25,263.75,19.54,3.09,30,16.45
51.25,266.25,22.93,3.22,32,19.71
51.25,268.75,21.07,-3.49,17,24.56
51.25,271.25,26.24,0.26,29,25.98
51.25,273.75,24.8,-4.18,16,28.98
51.25,276.25,26.55,-3.13,20,29.68
51.25,278.75,22.62,-4.51,20,27.13
51.25,281.25,26.12,-5.89,20,32.01
51.25,283.75,30.45,-4.56,23,35.01
51.25,286.25,36.91,-2.93,22,39.84
51.25,288.75,34.67,-4.19,24,38.86
51.25,291.25,38.15,-12.21,16,50.36
51.25,293.75,39.14,-19.06,13,58.2
51.25,296.25,32.56,-18.76,14,51.32
51.25,298.75,41.64,-20.1,8,61.74
51.25,301.25,67.56,-16.85,13,84.41
51.25,303.75,86.2,-5.08,22,91.28
51.25,306.25,65.69,-11.23,17,76.92
51.25,308.75,128.47,24.83,38,103.64
51.25,311.25,136.95,7.17,28,129.78
51.25,313.75,109.77,-24.59,13,134.36
51.25,316.25,125.17,-12.72,22,137.89
51.25,318.75,150.86,11.65,31,139.21
51.25,321.25,162.88,21.52,38,141.36
51.25,323.75,159.81,17.28,34,142.53
51.25,326.25,120.88,-19.52,10,140.4
51.25,328.75,111.22,-26.95,7,138.17
51.25,331.25,113.78,-25.21,11,138.99
51.25,333.75,120.26,-14.56,13,134.82
51.25,336.25,111.17,-16.89,15,128.06
51.25,338.75,113.11,-9.59,18,122.7
51.25,341.25,128.97,12.36,27,116.61
51.25,343.75,132.04,19.66,34,112.38
51.25,346.25,145.54,40.78,38,104.76
51.25,348.75,183.47,-0.66,24,184.13
51.25,351.25,143.01,9.67,26,133.34
51.25,353.75,103.6,7.11,27,96.49
51.25,356.25,85.32,-28.26,15,113.58
51.25,358.75,57.71,-7.91,24,65.62
53.75,1.25,63.95,7.11,31,56.84
53.75,3.75,57.27,-16.28,18,73.55
53.75,6.25,35.22,-44.01,9,79.23
53.75,8.75,22.5,-63.68,3,86.18
53.75,11.25,19.83,-48.53,3,68.36
53.75,13.75,27.15,-29.03,6,56.18
53.75,16.25,26.22,-32.76,7,58.98
53.75,18.75,23.85,-25.09,7,48.94
53.75,21.25,23.15,-35.56,5,58.71
53.75,23.75,23.1,-35.13,3,58.23
53.75,26.25,23.2,-45.87,1,69.07
53.75,28.75,18.82,-49.22,1,68.04
53.75,31.25,21.64,-49.08,1,70.72
53.75,33.75,22.3,-48.81,2,71.11
53.75,36.25,27.98,-44.69,4,72.67
53.75,38.75,31.49,-35.49,6,66.98
53.75,41.25,44.95,-21.56,10,66.51
53.75,43.75,54.72,-7.15,21,61.87
53.75,46.25,43.12,-10.24,17,53.36
53.75,48.75,43.57,-13.79,11,57.36
53.75,51.25,44.62,-13.44,17,58.06
53.75,53.75,35.08,-17.39,11,52.47
53.75,56.25,29.84,-26.09,8,55.93
53.75,58.75,26.23,-11.41,13,37.64
53.75,61.25,32.17,-2.24,26,34.41
53.75,63.75,36.32,3.66,32,32.66
53.75,66.25,38,6.92,36,31.08
53.75,68.75,33.24,0.21,26,33.03
53.75,71.25,27.63,-1.42,22,29.05
53.75,73.75,19.23,-9.23,12,28.46
53.75,76.25,16.8,-10.66,12,27.46
53.75,78.75,14.25,-9.8,9,24.05
53.75,81.25,20.38,-2.88,25,23.26
53.75,83.75,26.51,-1.7,23,28.21
53.75,86.25,33.55,2.17,26,31.38
53.75,88.75,37.25,-1.94,25,39.19
53.75,91.25,19.2,6.84,42,12.36
53.75,93.75,33.46,8.02,39,25.44
53.75,96.25,16.62,7.64,44,8.98
53.75,98.75,11.16,3.23,41,7.93
53.75,101.25,13.59,2.49,33,11.1
53.75,103.75,13.59,4.19,38,9.4
53.75,106.25,13.12,5.48,44,7.64
53.75,108.75,13.82,5.91,45,7.91
53.75,111.25,6.65,2.24,36,4.41
53.75,113.75,4.89,1.27,39,3.62
53.75,116.25,5.77,1.66,36,4.11
53.75,118.75,3.59,-0.85,21,4.44
53.75,121.25,4.19,-2.37,20,6.56
53.75,123.75,4.33,-1.95,23,6.28
53.75,126.25,6.03,-0.89,26,6.92
53.75,128.75,7.38,-0.48,27,7.86
53.75,131.25,10.64,0.67,26,9.97
53.75,133.75,13.97,1.1,26,12.87
53.75,136.25,26.59,8,35,18.59
53.75,138.75,52.68,25.6,42,27.08
53.75,141.25,56.18,24.29,41,31.89
53.75,143.75,49.05,17.83,36,31.22
53.75,146.25,28.9,-5.65,21,34.55
53.75,148.75,53.5,8.71,33,44.79
53.75,151.25,77.99,21.82,36,56.17
53.75,153.75,100.07,36.4,41,63.67
53.75,156.25,37.83,-25.93,10,63.76
53.75,158.75,42.54,-38.18,11,80.72
53.75,161.25,76.13,-2.65,29,78.78
53.75,163.75,92.3,14.75,34,77.55
53.75,166.25,106.16,11.38,33,94.78
53.75,168.75,70.1,-8.6,17,78.7
53.75,171.25,68.86,-14.24,13,83.1
53.75,173.75,84.55,0.56,26,83.99
53.75,176.25,84.08,-3.43,22,87.51
53.75,178.75,73.83,-16.64,15,90.47
53.75,181.25,76.52,-18.52,17,95.04
53.75,183.75,77.87,-20.15,15,98.02
53.75,186.25,70.69,-29.01,10,99.7
53.75,188.75,67.94,-31,5,98.94
53.75,191.25,80.95,-55.18,3,136.13
53.75,193.75,76.53,-72.25,2,148.78
53.75,196.25,70.21,-25.54,10,95.75
53.75,198.75,77.17,-10.08,16,87.25
53.75,201.25,62.85,-27.81,8,90.66
53.75,203.75,56.8,-34.97,6,91.77
53.75,206.25,57.22,-37.73,6,94.95
53.75,208.75,54.54,-42.15,6,96.69
53.75,211.25,61.14,-39.34,5,100.48
53.75,213.75,63.62,-41.22,6,104.84
53.75,216.25,63.62,-48.62,4,112.24
53.75,218.75,74.15,-38.39,6,112.54
53.75,221.25,91.44,-26.63,16,118.07
53.75,223.75,104.88,-17.96,18,122.84
53.75,226.25,127.92,-21.89,15,149.81
53.75,228.75,189.87,-29.06,16,218.93
53.75,231.25,133.95,-52.88,9,186.83
53.75,233.75,51.02,-17.11,16,68.13
53.75,236.25,33.71,-2.24,21,35.95
53.75,238.75,39.82,-9.19,15,49.01
53.75,241.25,22.46,-6.62,12,29.08
53.75,243.75,11.23,-9.04,5,20.27
53.75,246.25,7.92,-6.96,6,14.88
53.75,248.75,6.62,-6.85,5,13.47
53.75,251.25,9.93,-3.98,15,13.91
53.75,253.75,12.67,-2.34,20,15.01
53.75,256.25,15.19,-0.66,26,15.85
53.75,258.75,17.41,2.84,32,14.57
53.75,261.25,21.4,6.19,40,15.21
53.75,263.75,16.06,-0.49,25,16.55
53.75,266.25,11.65,-5.64,10,17.29
53.75,268.75,20.65,3.47,35,17.18
53.75,271.25,24.93,6.05,41,18.88
53.75,273.75,16.02,-4.72,15,20.74
53.75,276.25,13.09,-8.33,7,21.42
53.75,278.75,21.87,-9.16,12,31.03
53.75,281.25,22.59,-4.94,18,27.53
53.75,283.75,20.79,-9.49,12,30.28
53.75,286.25,14.59,-11.83,6,26.42
53.75,288.75,19.8,-14.83,9,34.63
53.75,291.25,20.28,-18.18,6,38.46
53.75,293.75,22.71,-12.38,11,35.09
53.75,296.25,33.4,-7.38,18,40.78
53.75,298.75,39.88,-21.07,13,60.95
53.75,301.25,46.22,-34.65,9,80.87
53.75,303.75,54.13,-20.76,13,74.89
53.75,306.25,90.76,5.29,27,85.47
53.75,308.75,151.96,36.07,44,115.89
53.75,311.25,137.39,8.74,29,128.65
53.75,313.75,116.14,-16.23,15,132.37
53.75,316.25,109.35,-28.09,10,137.44
53.75,318.75,131.39,-5.06,21,136.45
53.75,321.25,143.39,4.8,30,138.59
53.75,323.75,139.39,1.72,29,137.67
53.75,326.25,139.4,0.18,26,139.22
53.75,328.75,129.51,-8.18,18,137.69
53.75,331.25,107.62,-30.51,8,138.13
53.75,333.75,107.63,-27.88,10,135.51
53.75,336.25,121.18,-11.25,17,132.43
53.75,338.75,132.38,2.96,21,129.42
53.75,341.25,148.84,23.59,35,125.25
53.75,343.75,142.64,19.79,31,122.85
53.75,346.25,144.29,28.74,35,115.55
53.75,348.75,140.98,27.34,36,113.64
53.75,351.25,112,-17.58,22,129.58
53.75,353.75,83.19,-16.78,22,99.97
53.75,356.25,63.8,-49.65,10,113.45
53.75,358.75,44.85,-32.15,9,77
56.25,1.25,100.91,-9.21,24,110.12
56.25,3.75,83.96,-26.39,13,110.35
56.25,6.25,74.6,-18.88,14,93.48
56.25,8.75,37.86,-53.56,6,91.42
56.25,11.25,30.53,-32.65,5,63.18
56.25,13.75,16.98,-48.07,3,65.05
56.25,16.25,15.68,-36.87,3,52.55
56.25,18.75,22.95,-38.01,4,60.96
56.25,21.25,27.36,-50.52,5,77.88
56.25,23.75,26.95,-35.16,6,62.11
56.25,26.25,25.82,-41.6,4,67.42
56.25,28.75,31.85,-38.6,3,70.45
56.25,31.25,33.63,-41.81,5,75.44
56.25,33.75,26.15,-43.55,4,69.7
56.25,36.25,23.15,-48.29,4,71.44
56.25,38.75,21.5,-48.55,4,70.05
56.25,41.25,30.3,-36.99,5,67.29
56.25,43.75,38.91,-27.45,8,66.36
56.25,46.25,38.24,-17.28,11,55.52
56.25,48.75,35.08,-16.64,12,51.72
56.25,51.25,38.03,-12.59,18,50.62
56.25,53.75,33.55,-11.16,17,44.71
56.25,56.25,24.15,-20.92,9,45.07
56.25,58.75,21.38,-17.14,8,38.52
56.25,61.25,16.47,-16.29,8,32.76
56.25,63.75,15.04,-14.06,9,29.1
56.25,66.25,16.02,-10.65,12,26.67
56.25,68.75,22.54,-6.78,15,29.32
56.25,71.25,30.72,1.91,28,28.81
56.25,73.75,33.46,5.55,34,27.91
56.25,76.25,31.58,1.71,30,29.87
56.25,78.75,24.59,-4.37,17,28.96
56.25,81.25,23.57,-1.71,25,25.28
56.25,83.75,25.66,-3.88,21,29.54
56.25,86.25,25.46,-3.86,22,29.32
